epoch,accuracy,dice_coef,jaccard_coef,loss,val_accuracy,val_dice_coef,val_jaccard_coef,val_loss
0,0.8109797835350037,0.025600997731089592,0.013091273605823517,0.9743984937667847,0.8316401243209839,0.029665416106581688,0.015221742913126945,0.9705233573913574
1,0.839342474937439,0.03150387480854988,0.01620475947856903,0.9684963226318359,0.8069159388542175,0.0342228040099144,0.017629412934184074,0.9659978151321411
2,0.8932470083236694,0.04360198229551315,0.022666392847895622,0.9563986659049988,0.9457727074623108,0.015360964462161064,0.00786863174289465,0.984700083732605
3,0.9179955124855042,0.05686039477586746,0.029852312058210373,0.9431402087211609,0.9564282298088074,0.06029599532485008,0.03140281140804291,0.939770519733429
4,0.9597686529159546,0.09099826961755753,0.049072518944740295,0.9090015292167664,0.98212730884552,0.10286181420087814,0.05589400604367256,0.8978963494300842
5,0.9782301187515259,0.14190641045570374,0.08002987504005432,0.8580939769744873,0.9410960674285889,0.11442064493894577,0.0626809149980545,0.8860117793083191
6,0.9864745140075684,0.21284553408622742,0.12709204852581024,0.7871543765068054,0.9862060546875,0.2362908273935318,0.14226548373699188,0.7641810774803162
7,0.9902917146682739,0.2921452522277832,0.186061829328537,0.7078548073768616,0.9809821248054504,0.27380654215812683,0.16924524307250977,0.7269728779792786
8,0.9895756840705872,0.2847352921962738,0.17751440405845642,0.7152650356292725,0.9881008863449097,0.2366163283586502,0.14277011156082153,0.7631329298019409
9,0.9899517893791199,0.3181670606136322,0.20169423520565033,0.6818330883979797,0.9931199550628662,0.39945536851882935,0.26999953389167786,0.6017245650291443
10,0.9930275082588196,0.4399368464946747,0.3059876561164856,0.5600633025169373,0.9929971694946289,0.4539021849632263,0.31848132610321045,0.5473179817199707
11,0.9936528205871582,0.4929410517215729,0.35601046681404114,0.50705885887146,0.9897011518478394,0.41597357392311096,0.28893861174583435,0.5854525566101074
12,0.9943700432777405,0.5493671894073486,0.4058370590209961,0.4506329596042633,0.9934521913528442,0.49058371782302856,0.360783189535141,0.5109269618988037
13,0.994765043258667,0.587195098400116,0.44553661346435547,0.4128049910068512,0.994661271572113,0.539960503578186,0.40742066502571106,0.46120473742485046
14,0.9949924945831299,0.6230765581130981,0.4823172688484192,0.3769236207008362,0.9914574027061462,0.4996371865272522,0.3588820993900299,0.5016539096832275
15,0.9948981404304504,0.618678629398346,0.4782235324382782,0.38132140040397644,0.9929306507110596,0.5583495497703552,0.42220813035964966,0.4427838623523712
16,0.9949809312820435,0.6271334886550903,0.48701632022857666,0.3728664517402649,0.9932655096054077,0.5655710101127625,0.4263281226158142,0.43533825874328613
17,0.9951409101486206,0.6444114446640015,0.5073384642601013,0.3555888533592224,0.9931387305259705,0.5305646657943726,0.3962666392326355,0.47067269682884216
18,0.9952647089958191,0.6612269282341003,0.5236232876777649,0.3387726843357086,0.9947201013565063,0.5923388600349426,0.45375311374664307,0.4086003601551056
19,0.995399534702301,0.6776968240737915,0.5414962768554688,0.3223031163215637,0.9949958324432373,0.5976337790489197,0.46896612644195557,0.4035044312477112
20,0.9954209923744202,0.6826067566871643,0.5498302578926086,0.31739357113838196,0.9949868321418762,0.6350220441818237,0.4997430145740509,0.3658902049064636
21,0.9956099390983582,0.7034724950790405,0.5728483200073242,0.29652756452560425,0.9951996207237244,0.5974957942962646,0.4689638912677765,0.4037165641784668
22,0.9955817461013794,0.7022218704223633,0.5706026554107666,0.29777777194976807,0.9950636625289917,0.6239110231399536,0.48862308263778687,0.37716731429100037
23,0.9957191348075867,0.7202258706092834,0.5918353199958801,0.2797742486000061,0.9954783320426941,0.6467705965042114,0.5140426754951477,0.35413119196891785
24,0.9957945346832275,0.727435827255249,0.5996090769767761,0.2725641429424286,0.9951830506324768,0.6497975587844849,0.5161017179489136,0.3511870205402374
25,0.9957584142684937,0.7307851910591125,0.6028012037277222,0.26921510696411133,0.995011031627655,0.6656892895698547,0.5272968411445618,0.3350556790828705
26,0.9957277774810791,0.7242055535316467,0.5954593420028687,0.2757950723171234,0.9952885508537292,0.6524406671524048,0.5251883268356323,0.3485737442970276
27,0.9955347776412964,0.7091496586799622,0.5775902271270752,0.29085031151771545,0.9950556755065918,0.6158111691474915,0.486670583486557,0.3847813010215759
28,0.9948778748512268,0.6415195465087891,0.5038142800331116,0.3584802746772766,0.9944815039634705,0.6071847081184387,0.476936399936676,0.3938635587692261
29,0.9954608082771301,0.700984001159668,0.5710060596466064,0.29901641607284546,0.9954428672790527,0.6304612159729004,0.5032482743263245,0.37067297101020813
30,0.9955815076828003,0.7143386006355286,0.583846390247345,0.28566133975982666,0.9954306483268738,0.6464241743087769,0.5189480781555176,0.3545398414134979
31,0.9955939650535583,0.7163638472557068,0.5879488587379456,0.283635675907135,0.9953610897064209,0.6602298021316528,0.5342732667922974,0.3405752182006836
32,0.9957343339920044,0.7269137501716614,0.5991830229759216,0.27308568358421326,0.9953848123550415,0.6531316637992859,0.5212041139602661,0.34784412384033203
33,0.9957087635993958,0.7242721915245056,0.5950332283973694,0.2757280468940735,0.995339572429657,0.6663306951522827,0.5313721895217896,0.33461034297943115
34,0.9958153963088989,0.7420933842658997,0.6146613359451294,0.257906436920166,0.9954842925071716,0.6528210043907166,0.5265491008758545,0.3481840193271637
35,0.9957011938095093,0.7287312150001526,0.6015480756759644,0.2712685763835907,0.9953820705413818,0.6449010968208313,0.5157576203346252,0.3561415374279022
36,0.9958420991897583,0.7458451390266418,0.6194245219230652,0.25415486097335815,0.9954167008399963,0.6727797389030457,0.5445639491081238,0.32812631130218506
37,0.9958484768867493,0.7454777956008911,0.6190230846405029,0.25452178716659546,0.9953811168670654,0.6456785202026367,0.5123197436332703,0.35532793402671814
38,0.9959058165550232,0.7520944476127625,0.6261481642723083,0.24790528416633606,0.9952521324157715,0.6359831690788269,0.5093883872032166,0.36507725715637207
39,0.9959047436714172,0.7429094314575195,0.6202218532562256,0.25709062814712524,0.9956371188163757,0.6966145038604736,0.5649805068969727,0.3041921854019165
40,0.9960382580757141,0.7592374086380005,0.6365951895713806,0.24076306819915771,0.9956866502761841,0.6815372705459595,0.5566338896751404,0.3194350302219391
41,0.9960014820098877,0.758259654045105,0.6343267560005188,0.24174027144908905,0.9956172108650208,0.7008185386657715,0.5701594352722168,0.2999652624130249
42,0.9960794448852539,0.7753368616104126,0.6540097594261169,0.22466301918029785,0.9957157969474792,0.6982343196868896,0.5706937313079834,0.3026551306247711
43,0.9960626363754272,0.7708855271339417,0.6496455073356628,0.22911442816257477,0.9957326054573059,0.6864470839500427,0.5602998733520508,0.31448307633399963
44,0.9961435198783875,0.7780299782752991,0.6595147848129272,0.2219696342945099,0.9958127737045288,0.6832036375999451,0.561579167842865,0.3177798390388489
45,0.9960318207740784,0.7702965140342712,0.6487592458724976,0.22970271110534668,0.9956685900688171,0.7172621488571167,0.5861954092979431,0.2835240066051483
46,0.9959762692451477,0.758638858795166,0.6368046998977661,0.24136091768741608,0.9957542419433594,0.6871228814125061,0.5611253976821899,0.3137827515602112
47,0.9960946440696716,0.7737935781478882,0.651424765586853,0.22620664536952972,0.9956597089767456,0.7168829441070557,0.5900894403457642,0.2838214039802551
48,0.9960254430770874,0.7641480565071106,0.6430171728134155,0.23585213720798492,0.9955933690071106,0.7044761776924133,0.5733113288879395,0.2963339388370514
49,0.9958087205886841,0.7447305917739868,0.6183707118034363,0.2552693784236908,0.9954961538314819,0.6753543019294739,0.5435746908187866,0.32554900646209717
50,0.9956356287002563,0.7266139388084412,0.5982922911643982,0.27338629961013794,0.995492160320282,0.6545934677124023,0.5228113532066345,0.3464767038822174
51,0.9956520199775696,0.7251355648040771,0.5958896279335022,0.27486443519592285,0.995429515838623,0.6492838263511658,0.5257877111434937,0.3515503704547882
52,0.9955933690071106,0.7126255631446838,0.5843929052352905,0.28737473487854004,0.9955188632011414,0.6563752889633179,0.5290138721466064,0.34461015462875366
53,0.995854914188385,0.7526796460151672,0.6272504329681396,0.2473200112581253,0.9955543279647827,0.6393157839775085,0.5157995820045471,0.36180591583251953
54,0.9958450198173523,0.7450839877128601,0.6196106672286987,0.25491634011268616,0.9956439137458801,0.6891768574714661,0.561069130897522,0.31172478199005127
55,0.9960741996765137,0.7736837267875671,0.6521355509757996,0.22631657123565674,0.995629072189331,0.7264777421951294,0.5996314883232117,0.2741733491420746
56,0.9961732029914856,0.7846987843513489,0.6659113764762878,0.21530179679393768,0.9957830309867859,0.7300319671630859,0.6028091311454773,0.2705858647823334
57,0.9961338043212891,0.7788291573524475,0.6587504148483276,0.22117063403129578,0.995713472366333,0.6723299622535706,0.5430075526237488,0.32869812846183777
58,0.9962080121040344,0.7924213409423828,0.6751312017440796,0.20757873356342316,0.9959364533424377,0.7254845499992371,0.5970497131347656,0.2752664387226105
59,0.9961487054824829,0.7813606858253479,0.6620474457740784,0.21863864362239838,0.9956966638565063,0.7254392504692078,0.597212553024292,0.27523428201675415
60,0.996043860912323,0.7795417904853821,0.658803403377533,0.2204580008983612,0.9953498244285583,0.7164294123649597,0.5852197408676147,0.28418657183647156
61,0.9961422085762024,0.7843993902206421,0.665401041507721,0.21560052037239075,0.9958730936050415,0.7451797723770142,0.6179470419883728,0.2554773986339569
62,0.9962647557258606,0.7969382405281067,0.6823300719261169,0.20306172966957092,0.9960063695907593,0.7266823053359985,0.6037927865982056,0.27410179376602173
63,0.9962395429611206,0.7887479662895203,0.6721312403678894,0.21125218272209167,0.9959432482719421,0.7400181889533997,0.6126394867897034,0.26063773036003113
64,0.9961827397346497,0.7911117076873779,0.674148678779602,0.20888830721378326,0.9958423376083374,0.7102572917938232,0.5846800208091736,0.29059040546417236
65,0.9963079690933228,0.7970669269561768,0.682273805141449,0.20293313264846802,0.995863676071167,0.7529609203338623,0.6251897215843201,0.24776001274585724
66,0.9963415861129761,0.8105712532997131,0.6978566646575928,0.18942902982234955,0.9958040118217468,0.7514407634735107,0.6237637400627136,0.2468704730272293
67,0.9963557124137878,0.8121834397315979,0.6992713809013367,0.18781660497188568,0.9958677887916565,0.7597761750221252,0.6356527209281921,0.2408355176448822
68,0.9963304996490479,0.8030166029930115,0.6900625228881836,0.19698329269886017,0.9960451722145081,0.7559593915939331,0.6357607245445251,0.24473297595977783
69,0.9964515566825867,0.8258160948753357,0.7180607914924622,0.1741841435432434,0.9958808422088623,0.7020044922828674,0.5786765813827515,0.29887983202934265
70,0.9963118433952332,0.8102846145629883,0.6968919634819031,0.1897154152393341,0.99602210521698,0.7615073919296265,0.6396641731262207,0.239055797457695
71,0.9962474703788757,0.8032263517379761,0.6870987415313721,0.19677406549453735,0.9961032867431641,0.7417476773262024,0.61850506067276,0.2590181827545166
72,0.9964105486869812,0.8193243741989136,0.7085860371589661,0.1806757152080536,0.9960188865661621,0.7684335112571716,0.6441787481307983,0.23212964832782745
73,0.9964131116867065,0.818392813205719,0.7099303603172302,0.18160706758499146,0.9960219860076904,0.7831661701202393,0.6589645147323608,0.2173606902360916
